"geo_accession","supplementary_file"
"GSM4784077","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784077/suppl/GSM4784077_X032-AP0C1W2_ficoll_perm-cells_neudep-bead_ds125M_filtered-fragments.tsv.gz"
"GSM4784077","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784077/suppl/GSM4784077_X032-AP0C1W2_ficoll_perm-cells_neudep-bead_ds125M_filtered-metadata.csv.gz"
"GSM4784078","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784078/suppl/GSM4784078_X032-AP0C1W3_leukopak_perm-cells_no-bead_ds125M_20kb-window-matrix.h5"
"GSM4784078","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784078/suppl/GSM4784078_X032-AP0C1W3_leukopak_perm-cells_no-bead_ds125M_filtered-fragments.tsv.gz"
"GSM4784078","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784078/suppl/GSM4784078_X032-AP0C1W3_leukopak_perm-cells_no-bead_ds125M_filtered-metadata.csv.gz"
"GSM4784079","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784079/suppl/GSM4784079_X032-AP0C1W4_leukopak_perm-cells_neudep-bead_ds125M_20kb-window-matrix.h5"
"GSM4784079","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784079/suppl/GSM4784079_X032-AP0C1W4_leukopak_perm-cells_neudep-bead_ds125M_filtered-fragments.tsv.gz"
"GSM4784079","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784079/suppl/GSM4784079_X032-AP0C1W4_leukopak_perm-cells_neudep-bead_ds125M_filtered-metadata.csv.gz"
"GSM4784080","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784080/suppl/GSM4784080_X041-AP0C1W1_ficoll_nuclei_no-facs_ds200M_20kb-window-matrix.h5"
"GSM4784080","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784080/suppl/GSM4784080_X041-AP0C1W1_ficoll_nuclei_no-facs_ds200M_filtered-fragments.tsv.gz"
"GSM4784080","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784080/suppl/GSM4784080_X041-AP0C1W1_ficoll_nuclei_no-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784081","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784081/suppl/GSM4784081_X041-AP0C1W2_ficoll_nuclei_dead-facs_ds200M_20kb-window-matrix.h5"
"GSM4784081","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784081/suppl/GSM4784081_X041-AP0C1W2_ficoll_nuclei_dead-facs_ds200M_filtered-fragments.tsv.gz"
"GSM4784081","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784081/suppl/GSM4784081_X041-AP0C1W2_ficoll_nuclei_dead-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784082","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784082/suppl/GSM4784082_X041-AP0C1W3_ficoll_nuclei_neudep-facs_ds200M_20kb-window-matrix.h5"
"GSM4784082","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784082/suppl/GSM4784082_X041-AP0C1W3_ficoll_nuclei_neudep-facs_ds200M_filtered-fragments.tsv.gz"
"GSM4784082","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784082/suppl/GSM4784082_X041-AP0C1W3_ficoll_nuclei_neudep-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784083","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784083/suppl/GSM4784083_X041-AP0C1W4_ficoll_perm-cells_no-facs_ds200M_20kb-window-matrix.h5"
"GSM4784083","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784083/suppl/GSM4784083_X041-AP0C1W4_ficoll_perm-cells_no-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784083","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784083/suppl/GSM4784083_X041-AP0C1W4_ficoll_perm-cells_no-facs_ds200M_fragments.tsv.gz"
"GSM4784084","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784084/suppl/GSM4784084_X041-AP0C1W5_ficoll_perm-cells_dead-facs_ds200M_20kb-window-matrix.h5"
"GSM4784084","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784084/suppl/GSM4784084_X041-AP0C1W5_ficoll_perm-cells_dead-facs_ds200M_filtered-fragments.tsv.gz"
"GSM4784084","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784084/suppl/GSM4784084_X041-AP0C1W5_ficoll_perm-cells_dead-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784085","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784085/suppl/GSM4784085_X041-AP0C1W6_ficoll_perm-cells_neudep-facs_ds200M_20kb-window-matrix.h5"
"GSM4784085","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784085/suppl/GSM4784085_X041-AP0C1W6_ficoll_perm-cells_neudep-facs_ds200M_filtered-fragments.tsv.gz"
"GSM4784085","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784085/suppl/GSM4784085_X041-AP0C1W6_ficoll_perm-cells_neudep-facs_ds200M_filtered-metadata.csv.gz"
"GSM4784086","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784086/suppl/GSM4784086_X044-AP0C1W1_leukopak_perm-cells_icicle_fulldepth_20kb-window-matrix.h5"
"GSM4784086","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784086/suppl/GSM4784086_X044-AP0C1W1_leukopak_perm-cells_icicle_fulldepth_filtered-fragments.tsv.gz"
"GSM4784086","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784086/suppl/GSM4784086_X044-AP0C1W1_leukopak_perm-cells_icicle_fulldepth_filtered-metadata.csv.gz"
"GSM4784087","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784087/suppl/GSM4784087_X044-AP0C1W2_leukopak_perm-cells_icicle_fulldepth_20kb-window-matrix.h5"
"GSM4784087","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784087/suppl/GSM4784087_X044-AP0C1W2_leukopak_perm-cells_icicle_fulldepth_filtered-fragments.tsv.gz"
"GSM4784087","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784087/suppl/GSM4784087_X044-AP0C1W2_leukopak_perm-cells_icicle_fulldepth_filtered-metadata.csv.gz"
"GSM4784088","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784088/suppl/GSM4784088_X044-AP0C1W3_leukopak_perm-cells_icicle_fulldepth_20kb-window-matrix.h5"
"GSM4784088","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784088/suppl/GSM4784088_X044-AP0C1W3_leukopak_perm-cells_icicle_fulldepth_filtered-fragments.tsv.gz"
"GSM4784088","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4784nnn/GSM4784088/suppl/GSM4784088_X044-AP0C1W3_leukopak_perm-cells_icicle_fulldepth_filtered-metadata.csv.gz"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_adt_counts.csv.gz"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_atac_filtered_fragments.tsv.gz"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_atac_filtered_metadata.csv.gz"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_atac_window_20k.h5"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM4949911","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4949nnn/GSM4949911/suppl/GSM4949911_X061-AP0C1W1_leukopak_perm-cells_tea_fulldepth_rna_counts.h5"
"GSM5123948","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123948/suppl/GSM5123948_X066-AP0C1W1_leukopak_perm-cells_atac_200M_atac_filtered_fragments.tsv.gz"
"GSM5123948","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123948/suppl/GSM5123948_X066-AP0C1W1_leukopak_perm-cells_atac_200M_atac_filtered_metadata.csv.gz"
"GSM5123948","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123948/suppl/GSM5123948_X066-AP0C1W1_leukopak_perm-cells_atac_200M_atac_singlecell.csv.gz"
"GSM5123949","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123949/suppl/GSM5123949_X066-MP0C1W1_leukopak_nuclei_multiome_200M_atac_filtered_fragments.tsv.gz"
"GSM5123949","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123949/suppl/GSM5123949_X066-MP0C1W1_leukopak_nuclei_multiome_200M_atac_filtered_metadata.csv.gz"
"GSM5123949","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123949/suppl/GSM5123949_X066-MP0C1W1_leukopak_nuclei_multiome_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123949","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123949/suppl/GSM5123949_X066-MP0C1W1_leukopak_nuclei_multiome_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123950","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123950/suppl/GSM5123950_X066-MP0C1W2_leukopak_perm-cells_multiome_200M_atac_filtered_fragments.tsv.gz"
"GSM5123950","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123950/suppl/GSM5123950_X066-MP0C1W2_leukopak_perm-cells_multiome_200M_atac_filtered_metadata.csv.gz"
"GSM5123950","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123950/suppl/GSM5123950_X066-MP0C1W2_leukopak_perm-cells_multiome_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123950","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123950/suppl/GSM5123950_X066-MP0C1W2_leukopak_perm-cells_multiome_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123951","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123951/suppl/GSM5123951_X066-MP0C1W3_leukopak_perm-cells_tea_200M_atac_filtered_fragments.tsv.gz"
"GSM5123951","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123951/suppl/GSM5123951_X066-MP0C1W3_leukopak_perm-cells_tea_200M_atac_filtered_metadata.csv.gz"
"GSM5123951","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123951/suppl/GSM5123951_X066-MP0C1W3_leukopak_perm-cells_tea_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123951","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123951/suppl/GSM5123951_X066-MP0C1W3_leukopak_perm-cells_tea_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123951","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123951/suppl/GSM5123951_X066-MP0C1W3_leukopak_perm-cells_tea_48M_adt_counts.csv.gz"
"GSM5123952","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123952/suppl/GSM5123952_X066-MP0C1W4_leukopak_perm-cells_tea_200M_atac_filtered_fragments.tsv.gz"
"GSM5123952","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123952/suppl/GSM5123952_X066-MP0C1W4_leukopak_perm-cells_tea_200M_atac_filtered_metadata.csv.gz"
"GSM5123952","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123952/suppl/GSM5123952_X066-MP0C1W4_leukopak_perm-cells_tea_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123952","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123952/suppl/GSM5123952_X066-MP0C1W4_leukopak_perm-cells_tea_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123952","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123952/suppl/GSM5123952_X066-MP0C1W4_leukopak_perm-cells_tea_48M_adt_counts.csv.gz"
"GSM5123953","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123953/suppl/GSM5123953_X066-MP0C1W5_leukopak_perm-cells_tea_200M_atac_filtered_fragments.tsv.gz"
"GSM5123953","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123953/suppl/GSM5123953_X066-MP0C1W5_leukopak_perm-cells_tea_200M_atac_filtered_metadata.csv.gz"
"GSM5123953","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123953/suppl/GSM5123953_X066-MP0C1W5_leukopak_perm-cells_tea_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123953","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123953/suppl/GSM5123953_X066-MP0C1W5_leukopak_perm-cells_tea_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123953","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123953/suppl/GSM5123953_X066-MP0C1W5_leukopak_perm-cells_tea_48M_adt_counts.csv.gz"
"GSM5123954","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123954/suppl/GSM5123954_X066-MP0C1W6_leukopak_perm-cells_tea_200M_atac_filtered_fragments.tsv.gz"
"GSM5123954","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123954/suppl/GSM5123954_X066-MP0C1W6_leukopak_perm-cells_tea_200M_atac_filtered_metadata.csv.gz"
"GSM5123954","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123954/suppl/GSM5123954_X066-MP0C1W6_leukopak_perm-cells_tea_200M_cellranger-arc_filtered_feature_bc_matrix.h5"
"GSM5123954","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123954/suppl/GSM5123954_X066-MP0C1W6_leukopak_perm-cells_tea_200M_cellranger-arc_per_barcode_metrics.csv.gz"
"GSM5123954","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123954/suppl/GSM5123954_X066-MP0C1W6_leukopak_perm-cells_tea_48M_adt_counts.csv.gz"
"GSM5123955","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123955/suppl/GSM5123955_X066-RP0C1W1_leukopak_perm-cells_cite_200M_rna_counts.h5"
"GSM5123955","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5123nnn/GSM5123955/suppl/GSM5123955_X066-RP0C1W1_leukopak_perm-cells_cite_48M_adt_counts.csv.gz"
